title,weight_group_key,assumed_each_weight_oz,assumed_each_weight_lb,assumption_note,source_url,confidence,human_confirmed
MILK SOY UNSWEETENED,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
GRAIN SPCLTY BULGHUR WHEAT PLF,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM SMK SLI .67OZ,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM PROSCIUTTO COLOSS DOM TRIM,SYSCO_CROSS_CAMPUS,,5.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4-6.5#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RAVIOLI MUSHROOM RSTD LRG RND,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE CHEDDAR SHARP YEL LOAF,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
COD ATL LOIN IQF 6 OZ ASIA,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CRACKER ASST ENTERTAINMENT,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CRAB CAKE BRD MINI O/R .85 OZ,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 #""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
JUICE CLAM SEA,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MUSHROOM PORCINI #2 DRIED,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SUGAR CRYSTAL WHITE CANE,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SUGAR CONFECTIONER,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
WINE COOKING MIRIN AJI MANJO,SYSCO_CROSS_CAMPUS,,3.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""60 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
TURKEY TOM GR A WHL 20-24,SYSCO_CROSS_CAMPUS,,22.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20-24#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
ONION PEARL GR A,SYSCO_CROSS_CAMPUS,,30.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""30 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA MACARONI ELBOW ITA,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
KETCHUP JUG RED PLAS W/PUMP,SYSCO_CROSS_CAMPUS,,7.125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""114 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE CHILI SAMBAL OELEK,SYSCO_CROSS_CAMPUS,,1.125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""18 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE PILAF MIX,SYSCO_CROSS_CAMPUS,,2.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""36 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTE MISO RED,SYSCO_CROSS_CAMPUS,,2.20462,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEA GREEN GR A P,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEANUT BUTTER SUPER CHUNK,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER CHILI CHIPOTLE MORITA,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER RED RSTD WHL IMP,SYSCO_CROSS_CAMPUS,,1.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""28 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO FRY SS 1/4 XL NW,SYSCO_CROSS_CAMPUS,,4.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BREAD FRENCH LOAF PARBKD 11,SYSCO_CROSS_CAMPUS,,1.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""17 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
DRESSING 1000 ISL,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
FIG DRIED BLK MISSION,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
DOUGH PUFF PASTRY SHEET 15X23,SYSCO_CROSS_CAMPUS,,1.6875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""27 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BANANA SLICE IQF,SYSCO_CROSS_CAMPUS,,20.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BREAD CRUMB PLAIN MED,SYSCO_CROSS_CAMPUS,,7.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""7.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
